licensetype	businessname	legaldescription	description	subtype	job_value
SPECIALTY CONTRACTOR LICENSE	COL-CON ENTERPRISES INC		CONNECT (2) SIDE SEWERS BEHIND SIDEWALK & CURB DISCHARGE FOR STORM DRAINAGE	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	L & L ELECTRIC INCORPORATED		TEMP POWER FOR CONSTRUCTION OF DUPLEX TOWNHOMES; BLDG PERMIT 6097516	SINGLE FAMILY / DUPLEX	
		N 50' OF LOTS 9-11, BK 7, PORTERFIELD'S ADD., EXCPT. THAT PORT. CO#12141 & EASEMENT FOR SEWER ACRSS. LOTS EXCPT. POR. TAKEN FOR STREET CO#47559, A.K.A UNIT LOTS A-D, SP#3007188	Demolish single family residence known as 4809 Stone Way N, subject to field inspection	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE, SPECIALTY CONTRACTOR LICENSE	RAINIER INDUSTRIES LTD		INSTALLING 146' OF AWNING W/GRAPHICS - STONEWAY COURT - ELEC UNDER #6095068	COMMERCIAL	
	M R P COMMUNICATIONS		INSTALL PHONE & DATA CABLING	COMMERCIAL	
REFRIGERATION CONTRACTOR LIC.	MCKINSTRY COMPANY LLC		RELOCATE A 2-TON SPLIT SYSTEM	COMMERCIAL	
					
			CONSTRUCT ADDITION AND INTERIOR ALTERATIONS TO EXISTING ANIMAL HEALTH SERVICE BUILDING & ESTABLISH (4) OFF-SITE PARKING SPACES AT 4102 STONE WY N, PER PLANS		
			REPLACE EXISTING 20 TON AIR HANDLER & CONDENSER WITH NEW 20 TON GAS-FIRED PACKAGED ROOFTOP UNIT FOR GROCERY STORE PER PLAN		
			NON-STRUCTURAL INTERIOR ALTS, REPLACE SIDING WITH STUCCO, EXTEND PARAPET, ENLARGE ENTRY STAIRS OF COMMERCIAL BLDG SUBJECT TO FIELD INSPECTION (STFI)		
			DEMOLISH OFFICE BUILDING (APPROX. 1512 SQ. FT.) SUBJECT TO FIELD INSPECTION		
			TENANT ALTERATIONS TO EXIST BLDG; STFI		
			Land use paid coaching - design requirments and rezone information.	COMMERCIAL	$0.00
			CHANGE USE OF PORTION OF LOT FROM ACCESSORY STORAGE FOR WAREHOUSE TO TOWING SERVICE; REMOVE WAREHOUSE USE FROM SITE, PER PLANS		
GENERAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	SEWER FRIENDLY LLC		REPAIR SEWER	SINGLE FAMILY / DUPLEX	
		LOT 1, BLK 23, GREEN LAKE HOME ADDN, &quot;A.K.A. UNIT LOTS A-B ,SP #3011551&quot;	Construct West SFR (Establish use and construct two single family residence per plan/review & process 2 AP's under 6192514)	SINGLE FAMILY / DUPLEX	$156,660.00
			CONSTRUCT ATTACHED CARPORT ACCESSORY TO SFR, PER PLOT PLAN & STFI (TO COMPLY W/ VIOL. #BC945318)		
			CONSTRUCT DECK ADDITION TO SFR, PER PLOT PLAN AND SUBJECT TO FIELD INSPECTION.		
			CLOSED AS INCOMPLETE - EXPIRED PERMIT. Complete work originally permitted under #751272 (Construct dormer addition to second floor of an existing single family residence, per plan).	SINGLE FAMILY / DUPLEX	$8,800.00
			REPLACING/ADDING NEW 10 GUAGE WIRE FOR WASHER/DRYER UPSTAIRS AND DOWNSTAIRS.	SINGLE FAMILY / DUPLEX	
			DEMOLISH EXISTING SFR ESTABLISH USE AS A SFR CONSTRUCT A SINGLE FAMILY RESIDENCE W/GARAGE PER PLAN		
					
		LT 19, & WEST 1/2, OF LT 20, BLK 4, SOUTH PARK ADDITION	Establish use for the record prior to July 24, 1957 as two single family residences, per plans.	SINGLE FAMILY / DUPLEX	$0.00
GENERAL CONTRACTOR LICENSE	LEAD CONSTRUCTION, LLC	LOTS 16, 17, AND 18, BLOCK 4, SOUTH PARK.AKA UNIT LOTS 1-7, SP #3007781	Renew per AP#6140784	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	RIMROCK ELECTRICAL SERVICE LLC		INSTALL 200 AMP SERVICE UPGRADE AND WIRE FOR HEAT PUMP AND NEW GAS FURNACE.	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	ALLIANCE ELECTRIC INCORPORATED		PANEL CHANGE	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE	GENESEE FUEL & HEATING CO, INC		INSTALL NON-ELECTRIC GAS FURNACE	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	ERWIN ELECTRIC LLC		CHANGE 100 AMP PANEL AND INSTALL NEW SERVICE ENTRANCE CONDUCTORS	SINGLE FAMILY / DUPLEX	
		APN:249320-0046: THE EAST 3 FEET OF LOT 4 AND ALL OF LOT 5, BLOCK 2, FAUNTLEROY VIEW ADDITION, EXC THE NORTH 25 FEET THEREOF CONV FOR STREET	CLOSED AS INCOMPLETE - EXPIRED PERMIT. complete the work authorized under permit#6088171 per subject to field inspection	SINGLE FAMILY / DUPLEX	$1.00
			ESTABLISH USE OF SINGLE FAMILY DWELLING CONST. SFD W/ATTACHED GARAGE PER PLANS		
ELECTRICAL CONTRACTOR LICENSE	GUARDIAN SECURITY SYSTEMS INC		Closed - No known work done under this permitINSTALLING AES RADIO TRANSMITTER TO EXISTING FIRE ALARM SYSTEM & SECURITY SYSTEM FOR MONITORING & A RECEPTACLE - JOINT VENTURE WITH SMP ELECTRICAL	COMMERCIAL	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE	ALL CLIMATE HEATING & A/C LLC		REPLACE GAS NEW BOILER	COMMERCIAL	
			INSTALL (2)5-TON HEAT PUMPS,(1)5-TON AC,(1)2.5 TON AC/(1)3/4-TN SPLIT SYSTEM,ATTIC,DUCTED TO OCCUPIED SPACE,(NO EXTERIOR MOUNTED EQUIPMENT), PER PLAN		
			FUTURE CONSTRUCTION OF MULTI-FAMILY STRUCTURE		
			Demolition of existing single-story residence and construct a new 5-story, 8 dwelling unit structure	MULTIFAMILY	$0.00
		S 20'OF LOT 5 & N 20' OF LOT 6, BLK 46, PONTIUS 2ND ADDN SUPPL	Establish use as and construct new multifamily structure (7 unit boarding house) and occupy per plans.	MULTIFAMILY	$1,600,000.00
ELECTRICAL CONTRACTOR LICENSE	HARRIS ELECTRIC INCORPORATED		PROVIDE LINE VOLTAGE WIRING AND LOCK-ON DEVICE AS REQUESTED BY MAY24, 2011 INSPECTION OF PERMIT 6280479	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	S M P ELECTRICAL SERVICES LLC		WIRING OF SPLITTING OF 1 UNIT TO 2 UNITS	MULTIFAMILY	
REGIS. SIDE SEWER CONTRACTOR	RHINO EXCAVATING & TRKNG INC		SEWER & DRAIN PERMIT - INSPECTOR TO VERIFY EXISTING SEWER LINE IN ALLEY - MDC TBR	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	WR MCDONALD COMPANY		INSTALL NEW 800A SERVICE, NEW LOAD CENTERS IN EACH UNIT, ELECTRIC HEAT & NEW OUTLETS PER CODE W/ NEW PHONE & CABLING TO EACH UNIT	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	INTELECTRIC INCORPORATED		WIRING FOR MINI-MART INCLUDING 400 AMP SERVICE.	COMMERCIAL	
			CONSTRUCT EXPRESSO STAND ADDITION TO EXIST STORE ESTABLISH ADDITIONAL USE AS SPECIALTY FOOD STORE & OCCUPY PER PLAN		
			CONSTRUCT STORAGE LOFT ADDITION WITHIN UNITS #1,2, & 3 OF APARTMENT BLDG PER FLOOR PLAN, STFI		
	SEATTLE PARKS DEPT		CAP EXISTING SEWER	SINGLE FAMILY / DUPLEX	
					
	KING COUNTY		Construct Alts. to replace windows and doors and to provide outside air blend to existing single family residence, per KCIA Sound Insulation Specs.,Group 02.	SINGLE FAMILY / DUPLEX	$23,595.00
ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE	GREENWOOD HEATING AND AC		INSTALL DUCTLESS HEAT PUMP SYSTEM	SINGLE FAMILY / DUPLEX	
		E 80' OF S 20' OF LT 1, E 80' OF N 20' OF LT 2, ALL IN BLK 47, LAKE UNION ADDITION.	Re-new Permit 6079627, which will expire on 5/19/2013.	SINGLE FAMILY / DUPLEX	
		LT 8, BLK 43, GREENLAKE HOME ADD	Construct addition to main level of single family residence, per plan	SINGLE FAMILY / DUPLEX	$60,000.00
ELECTRICAL CONTRACTOR LICENSE	FIVE STAR ELECTRIC LLC		WIRE NEW SINGLE FAMILY RESIDENCE 3,800 SQ. FT. W/ 200 AMP SERVICE.WIRING OF SECURITY SYSTEM, AUDIO, T-STAT FURNACE.	SINGLE FAMILY / DUPLEX	
REFRIGERATION CONTRACTOR LIC., REFRIGERATION CONTRACTOR LIC.	EVERGREEN REFRIGERATION LLC		INSTALL REFER FOR DUCTLESS HEAT PUMP	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	CURRENT-FLO ELECTRIC		INSTALL SWITCH AND LIGHT ON NEW COVERED DECK, AND INSTALL SWITCH, LIGHT AND GFCI IN NEW STORAGE UNDER DECK.	SINGLE FAMILY / DUPLEX	
REFRIGERATION CONTRACTOR LIC., ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE	WASHINGTON HEATING & A/C INC		Replace (4) exhaust fans and kitchen range fan, subject to filed inspection.	INSTITUTIONAL	
ELECTRICAL CONTRACTOR LICENSE	WATTS ELECTRIC SERVICE INC		WIRING FOR NSF/R REF AP#6068013	SINGLE FAMILY / DUPLEX	
			CONSTRUCT ADDITION TO LEGAL DUPLEX PER PLOT PLAN & STFI COMPLETE ABOVE WORK OF PERMIT: 727466		
			FOUNDATION REPAIR TO EXISTING SINGLE FAMILY RESIDENCE SOUTH SIDE PER PLANS		
			DEMOLISH DETACHED ACCESSORY GARAGE CONSTRUCT DETACHED ACCESSORY SHOP/STUDIO BUILDING ESTABLISH REQUIRED ONSITE PARKING FOR SINGLE FAMILY RES. PER PLOT PLAN & SUBJECT TO FIELD INSP.		
			DEMOLISH THE EXISTING SINGLE FAMILY RESIDENCE ESTABLISH AS A SINGLE FAMILY RESIDENCE SITE CONSTRUCT A NEW SINGLE FAMILY RESIDENCE WITH ATTACHED GARAGE		
			ESTABLISH USE AS SINGLE FAMILY RESIDENCE CONSTRUCT ONE FAMILY DWELLING W/ATTACHED GARAGE PER PLAN		
			REPLACE GARAGE ROOF & ACCESSORY DECK, REPAIR PORCH SUPPORTS TO SINGLE FAMILY RESIDENCE, PER PLOT PLAN (TO COMPLY WITH VIOLATIONS BC906994 & H902826)STFI		
			CONSTRUCT NEW 2ND FLOOR ON SINGLE FAMILY RESIDENCE PER PLANS		
			INSTALL WINDOWS IN SINGLE FAMILY RESIDENCE TO COMPLY WITH VIOLATION H893334, SUBJECT TO FIELD INSPECTION (STFI).		
			TO CONST. LANDING & STEPS TO COMPLY WITH VIOL. Z874681 & CLARIFY HEARING EXAMINER DEC. OF 880406 ALLOWING LANDING & STEPS PER PLOT PLAN & STFI		
			ONE STORY ADDITION TO SFR PER PLANS ALTER EXISTING KITCHEN AND BATHROOM PER PLAN COMPLETE ABOVE WORK OF PERMIT: 618605		
			EST USE FOR THE RECORDS AS A DUPLEX, PER PLANS		
			REMODEL PORTION OF ANNEX BLDG TO EXPAND CLASSROOM SPACE PER PLANS		
			DRY SEASON GRADING EXTENSION for, Establish use and construct new single family dwelling with attached garage per plan.	SINGLE FAMILY / DUPLEX	
			Re-establish permit 6066635, which expired on 12/19/2008	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	JANES COMPANY INC, THE		LOW VOLTAGE T-STATS FOR INFLOOR RADIANT HEAT	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	GEORGE'S ELECTRIC		UFER GROUND INSPECTION PERMIT	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE	SERVICE PLUMBING & HEATING INC		SIDE SEWER TIE-IN	SINGLE FAMILY / DUPLEX	
			INTERIOR BASEMENT ALTERATIONS TO EXISTING SINGLE FAMILY RESIDENCE. SUBJECT TO FIELD INSPECTION (STFI)		
			ADJUST BOUNDARY LINE BETWEEN TWO PARCELS OF LAND		
			ESTABLISH USE AS SINGLE FAMILY RESIDENCE CONSTRUCT ONE FAMILY DWELLING WITH ATTACHED GARAGE PER PLANS		
			ENCLOSE EXISTING ATTACHED CARPORT, ACS'RY TO SFR PER PLOT PLAN, SUBJECT TO FIELD INSPECTION (STFI)		
ELECTRICAL CONTRACTOR LICENSE	SOUND ELECTRIC		INSTALLING A 50 AMP GFCI CIRCUIT FOR A HOT TUB.	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	ELECTRO SERVE LLC		(2) DED CIRCUITS	SINGLE FAMILY / DUPLEX	
			AS SINGLE FAMILY RESIDENCE ONE FAMILY DWELLING WITH ATTACHED GARAGE PER PLAN		
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR, REFRIGERATION CONTRACTOR LIC., ELECTRICAL 	BEACON PLUMBING & MECHANICAL		REPLACE SIDE SEWER	SINGLE FAMILY / DUPLEX	
		LOTS 19-20, BLOCK 4, GREEN LAKE CIRCLE RAILROAD ADD	Construct retaining wall in rear yard accessory to single family residence, per plan.	SINGLE FAMILY / DUPLEX	$50,000.00
			CONSTRUCT 2ND STORY ADDITION AND ALTERATIONS TO BASEMENT AND 1ST FLOORS OF EXISTING SINGLE FAMILY RESIDENCE, PER PLAN		
					
ELECTRICAL CONTRACTOR LICENSE	ELMECCO INC		RE-ATTACH SERVICE TO HOUSE AFTER NEW SIDING INSTALLATION	SINGLE FAMILY / DUPLEX	
			DECK ADDN TO REAR; REPLACE NON-CONFORM FRONT PORCH IN ORIGINAL LOCATION & CONFIGURATION; CONSTRUCT DETACH ACC'Y GARAGE;ALL TO SFR. PER PLOT PLAN;STFI		
			EXPAND DORMER INTERIOR REMODEL SUBJECT TO FIELD INSPECTION		
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	AIR 1 HEATING		INSTALL GAS FURNACE - SYLVAN HEIGHTS	SINGLE FAMILY / DUPLEX	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	AIR 1 HEATING		INSTALL GAS FURNACE - SYLVAN HEIGHTS	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE	DEREK L BROWN & ASSOCIATES INC		Cancel per customer 4/1/08 log 4499	SINGLE FAMILY / DUPLEX	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	AIR 1 HEATING		INSTALLING FURNACE IN (R-3) TOWNHOME	SINGLE FAMILY / DUPLEX	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	AIR 1 HEATING		INSTALLING FURNACE IN (R-3) TOWNHOME	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	R & S ELECTRIC		WIRING FOR NEW TRIPLEX; INCLUDING (3) FEEDERS, ALL CIRCUITS & LV. BLDG PERMIT 6105282	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	R & S ELECTRIC		WIRING FOR NEW FOURPLEX; INCLUDING (4) FEEDERS, ALL CIRCUITS & LV. BLDG PERMIT 6105280	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	R & S ELECTRIC		UFER GROUND - REF #6104907	MULTIFAMILY	
			REPLACE POWER PANEL & ADD CIRCUIT FOR TUB	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	LANDER ELECTRIC SERVICE LLC		200 AMP PANEL AND METER REPLACEMENT SFR.	SINGLE FAMILY / DUPLEX	
		PARCEL A & C, LBA #3003253 TOGETHER WITH LOTS 18-21, TOGETHER WITH SWLY 20 FT OF SELY 1/2 OF LOT 6 AND LOT 7, ALL IN BLOCK 80, GILMAN PARK ADDN	Phased project: Construction of a residential and commercial building with below grade parking and occupy, per plan	COMMERCIAL	$38,615,380.00
ELECTRICAL CONTRACTOR LICENSE	VECA ELECTRIC COMPANY INC		30 DAY GET STARTED: FOR WALL & CEILING COVER ONLY, REF #6299785	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	ELECTRI-CITY INC		WIRING OF TENANT IMPROVEMENT	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	VECA ELECTRIC COMPANY INC		INSTALL (3) 20A CIRCUITS FOR (2) DOORS. JOB #602977.	INDUSTRIAL	
ELECTRICAL CONTRACTOR LICENSE	INTEGRATED POWER INCORPORATED		LOW VOLTAGE WIRING FOR (18) VAV'S....HVAC CONTROLS AT THE BALLARD 4TH FLOOR TI.	COMMERCIAL	
GENERAL CONTRACTOR LICENSE	M A MORTENSON COMPANY	LOTS 1-28, BLK 82, GILMAN PARK	Sprinkler for 1st floor Swedish Healthcare.	COMMERCIAL	
LOW VOLTAGE CONTRACTOR LICENSE	FIRE ONE INCORPORATED		STAND ALONE SPRINKLER - ADDING TO EXISTING	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	JOHNSON CONTROLS INCORPORATED		ADD (4) DEVICES TO EXISTING F/A	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	JOHNSON CONTROLS INCORPORATED		ADDING (2) SMOKE DETECTORS AND (2) ANNUNCIATORS IN ROOMS ON 5TH FLR	COMMERCIAL	
			INTERIOR ALTERATIONS TO EXISTING MEDICAL OFFICE & OCCUPY PER PLAN		
			ALTERATION TO 2ND FLOOR RADIOLOGY OFFICES,PER PLAN		
			ALTERATION TO MECHANICAL SYSTEM TO 2ND FLOOR- MAGNETIC RESONANCE IMAGING ROOM, PER PLANS		
			TENANT IMPROVEMENT TO 2ND FLOOR OF MEDICAL OFFICES SUBJECT TO FIELD INSPECTION, (STFI).		
			INSTALL 7500 GAL FUEL UNDERGROUND TANK		
GENERAL CONTRACTOR LICENSE	ALCHEMY BUILDING COMPANY LLC		NEW SFR, PER PLAN, CONN TO EX SS, MDC RECEIVED.	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	OLSEN ELECTRIC INC		INSTALLING 70AMP SUB-PANEL, MISC. POWER AND LIGHTING. 4/5/13 MVC: ADDING (1) MORE 100A FEEDERS & (10) DEVICES. 5/10/13 JCB; ADD 2 T-STATS, 20 RECEPTS, 10 SWITCHES, 3 SMOKE, 3 VOICE/DATA, 2 FANS, 6 LIGHTS, 3 30-50 AMP CKTS, 100 AMP FEEDER.	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	AMERICAN ELECTRICAL CONTRA INC		PERFORM ELECTRICAL WORK FOR ELEVATOR MODERNIZATION	MULTIFAMILY	
		LTS 1, 2, 3, BLK 59, D.T. DENNY'SPARK ADDITION.	Change of use from Sports and Recreation (Night Club) Use to Lecture and Meeting Hall (Banquet Hall) Use and Occupy per plan.	COMMERCIAL	$1,000.00
	ANDERSON DESIGN INC	LT 1, BLK 63, COLLINS ADDN, EXC N 4' OF E 20' OF LT 1	5/5/2011 HUD. CANCELLED TO ALLOW RELEASE OF SDOT BOND.Renew Permit #6091375, which will expire on 1/11/2010, revise per current codes.	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE	TRI-STATE PLUMBING INC		INSTALL NEW STORAGE TANK FOR NEW BOILER SYSTEM (4 OF 4)	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	WASHINGTON ALARM INC		GET STARTED PERMIT FOR BRANCH WIRING OF F/A INSTALL. REFERENCE AP#6110124	COMMERCIAL	
GENERAL CONTRACTOR LICENSE	COMPASS GENERAL CONSTR CO	LTS 7-12, BLK 68, D.T.DENNY'S ADDN, LESS THE W 12' PER CO# 50890	Phase II of III, construction of foundations and concrete floor framing/slabs at levels P1 thru R1 for construction of a 6-story mixed use structure, per plans.	COMMERCIAL	$2,877,853.00
		LOTS 3-5, LESS ST, TGW POR VAC ST ADJ & W 1/2 LOTS 6 & 7, BLK 80, COLLINS ADDN	Interior alterations to unit #306 subject to field inspection (stfi).	MULTIFAMILY	$15,000.00
			Interior alterations to unit #302 subject to field inspection (stfi).	MULTIFAMILY	$0.00
			DEMOLISH TWO EXISTING SINGLE FAMILY RESIDENCES ESTABLISH USE AS TOWNHOUSES CONSTRUCT ONE 3-UNIT TOWNHOUSE AND ONE 2-UNIT TOWNHOUSE WITH ATTACHED GARAGES, PER PLAN		
			REPLACE ROOFTOP HEATPUMP FOR COMMON AREAS OF CONDO BLDG, SUBJECT TO FIELD INSPECTION (STFI)		
			CONST LOBBY & STORAGE ADDITION INT ALTERATIONS TO LOBBY, RESTAURANT & STAFF SUPPORT AREA OF HOTEL PER PLANS (THIS PERMIT REVISES THE SCOPE OF PERMIT 644488)		
			EXISTING ANIMAL HOSPITAL POWERPLANT BLDG & FENCE AT PERIMETER PER PLANS		
			ESTABLISH USE AS SINGLE FAMILY RESIDENCE STD PLAN R-3: 1(E), 2(F), 3-5(A), 6,7(F), 38(E), 39,40(A), 41(E), 42(C), 43,44(D) PLUS NON-STANDARD PLAN 8(EE), ALL PER PLANS		
					
			TO CONSTRUCT 2 APT BLDGS PER PLANS		
ELECTRICAL CONTRACTOR LICENSE	RADFORD ELECTRIC COMPANY		WIRE NEW DWELLING IN ROMEX	SINGLE FAMILY / DUPLEX	
	WESTOWER COMMUNICATIONS, INC	PARCEL A, LBA #8907305	Alterations to antennas on roof of existing multi-family structure for existing minor communication utility (AT&T), with associated rooftop equipment, per plans	COMMERCIAL	$15,000.00
	ALL POINTS SECURE		INTRUSION ALARM	SINGLE FAMILY / DUPLEX	
	ALARMTECH INC		INSTALL SECURITY SYSTEM	SINGLE FAMILY / DUPLEX	
		LOTS 15 & 16, S 18' OF VACATED E TERRACE ST, PER VO #13404, WALLA WALLA ADDITION	new construction of a 3-unit townhouse structure		$0.00
	CHUBB FIRE & SECURITY (CA) INC		ADD/RELOCATE FIRE ALARM DEVICES FOR SUITE UPGRADE	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	VALLEY ELEC CO OF MTVERNON INC		RETROFIT EXISTING CONTROL SYSTEM WITH LOW VOLTAGE WIRING. VE JOB # 20898.	COMMERCIAL	
ELEVATOR CONTRACTOR LICENSE	OTIS ELEVATOR COMPANY		RELOCATE ONE ENTRANCE, INSTALL CAB INTERIOR		
	HONEYWELL INTERNATIONAL INC		MONITORING OF (4) PRV'S IN STAIRWELL TO REPORT TO EXISTING FACP	INSTITUTIONAL	
ELECTRICAL CONTRACTOR LICENSE	SASCO ELECTRIC		ADD POWER FOR NEW COMM ROOM	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	RIMROCK ELECTRICAL SERVICE LLC		WIRE 6 OUTLETS , SWITHES AND LIHGTS IN NEW WALLS ON 3RD FLOOR.	COMMERCIAL	
			ROUGH IN DUCT WORK ON 4TH FLOOR BATHROOM, KITCHEN EXHAUST, ATRIUM VENTILATION DUCT WORK AND FANS. EXTEND MASSONRY CHIMNY WITH DOUBLE WALL SS FLUE		
ELECTRICAL CONTRACTOR LICENSE	SIEMENS BUILDING TECHNOLOGIES		ADDITION OF FIRE ALARM DEVICES TO ACCOMODATE COMPUTER ROOM EXPANSION & UPGRADE	COMMERCIAL	
			INSTALL NEW DUCTWORK AND GRILLES TO AN EXISTING HVAC SYSTEM		
			INSTALL 2 & RELOCATE 1 VAV BOXES W/REHEAT COILS PER PLANS		
			Building expansion, exterior skin re-clad, life safety alteration of egress stairs and restroom retrofit. (Add 3-stories to existing 5-story building).	COMMERCIAL	$0.00
					
ELECTRICAL CONTRACTOR LICENSE	EVERGREEN POWER SYSTEMS		JOB#4410 - ADD/ALTER LIGHTS, SWITCHES, OUTLETS AND RELOCATE FIRE ALARM DEVICES.	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	S M E INCORPORATED OF SEATTLE		Closed - No known work done under this permit INSTALLING (1) FIXTURE	COMMERCIAL	
			STAND ALONE SPRINKLER SYSTEM 41 heads	COMMERCIAL	
	AMAZON.COM		Tenant improvement for 4th floor of existing commerical building per plan. Subject to field inspection. STFI	COMMERCIAL	$5,000.00
	AMAZON.COM		Alterations to enclose office workstation on floor 3 per floor plan and subject to field inspection	COMMERCIAL	$4,500.00
ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE	TUBE ART DISPLAYS INC		Install 2 illum canopy signs - STARBUCKS	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	VALLEY ELEC CO OF MTVERNON INC		INSTALL 6 NEW DUPLEX OUTLETS AND ADD I NEW SWITCH	COMMERCIAL	
	HI-TEK SOLUTIONS INC		LOW VOLTAGE/ SECURITY ALARM/ AUDIO VIDEO	COMMERCIAL	
GENERAL CONTRACTOR LICENSE	WILCOX CONSTRUCTION INC	LOTS 1-6 & 9-12, BLOCK 101, D.T. DENNY'S 5TH ADDITION, TOGETHER WITH PENDING ALLEY VACATION BETWEEN HARRISON ST & THOMAS ST CF309170	Tenant improvement to change use from retail to restaurant for &quot;Cactus&quot; and occupy per plans.	COMMERCIAL	$1,000,000.00
ELECTRICAL CONTRACTOR LICENSE	PRECISION ELECTRIC GROUP, INC		ELECTRICAL LIGHTING & POWER	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	MCKINSTRY COMPANY LLC	LOTS 9 & 10, BLK 101, D.T. DENNY'S FIFTH TENANT ADDRESSES: 318A, 318B, 318C, 318D	Install (2) Type I hoods new HVAC system with associated ductwork per plan	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	VALLEY ELEC CO OF MTVERNON INC		ONE NEW 30 AMP 208 VOLT SINGLE PHASE OUTLET	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	WPCS INTL INC SEA OP		LOW VOLTAGE DDC	COMMERCIAL	
LOW VOLTAGE CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC.	HOLADAY PARKS INC		EXPANSION TANK	COMMERCIAL	
REFRIGERATION CONTRACTOR LIC.	HOLADAY PARKS INC		INSTALL 75' OF REFRIGERATION PIPING	COMMERCIAL	
GENERAL CONTRACTOR LICENSE	LEASE CRUTCHER LEWIS WA LLC	BLK 102, D.T. DENNY'S 1ST ADD TO NORTH SEATTLE, EXC W 5' COND FOR TERRY AV N UNDER CO 43560, TGW VAC ALLEY IN SD BLK (CF 304098)	(IE 4) TI - Structural work for moveable wall, feature ceiling bracing in five floors and structure concrete steps on 1st floor, per plan.	COMMERCIAL	$47,500.00
			Renew permit#6093161	COMMERCIAL	
	SCHNITZER NORTHWEST	LOTS 1-7, BLK 94, D.T. DENNY'S FIRST ADDITION TO NORTH SEATTLE, EXC E 5' COND UNDER CO 43560 & EXC N 11.36' DEEDED & ACCEPTED UNDER AO 2083	Shop drawings for post tension cables.	COMMERCIAL	
REGIS. SIDE SEWER CONTRACTOR	SEATTLE PARKS DEPT	LOTS 1-13, BLOCK 75 LAKE UNION SHORELAND ADDN	Landscape to demolish existing parking lot, construct pump house structure, model boat pond and play fountain and install plantings, pathways and outdoor furniture all per plans.	COMMERCIAL	$110,000.00
ELECTRICAL CONTRACTOR LICENSE	JOHNSON ELECTRIC INCORPORATED		GET STARTED PERMIT FOR WIRING FOR NEW CAFE (PORTAGE BAY) IN EXISTING BLDG, NEW 200 AMP SERVICE. BLDG PERMIT 6151350. REFERENCE ELEC PLANS 6171939	COMMERCIAL	
